conversation_id,customer_message,apple_response,intent,resolution_status,n_turns,split
conv_2355159,@AppleSupport I’m in need of assistance again. It’s more of a question.,@564601 How can we help? https://t.co/GDrqU22YpT,other_unclear,unresolved_no_signal,3,train
conv_2355174,"@AppleSupport @193535 Updated to iOS 11.1.1, but, still can’t search and download apps from the App Store. It’s been over a month.",@680425 We'd like to look into this with you. What happens when you try to search for or download an app?,ios_software_update,unresolved_no_signal,7,train
conv_2355832,"@AppleSupport iTunes is refusing to sync the books I have on my Mac iBooks with my iPad iBooks. In fact, it just refuses to show that the books on my Mac are even in there. https://t.co/ZrwrpzGSS7",@680591 Thanks for reaching out.  We want to help. Are you signed in to the same Apple ID on both devices?,app_appstore_media,unresolved_no_signal,3,train
conv_2355835,@115858 @AppleSupport @115948 @115858 I have subscribed for Apple Music and still it doesn’t work! This should not happen if I’m not wrong! https://t.co/EOJDkgWlU3,"@680592 Thank you for reaching out to us! We know how important it is to have your device working as expected, and we’ll do everything we can to help you out with this. Can you tell us which device and software you’re using? Also, is this happening on every song?",app_appstore_media,unresolved_no_signal,7,train
conv_2246719,"@654768 @115858 @AppleSupport My phone does the same, it's a pain aha",@680598 We'll do all we can to help out. Are you also using a portable charger when your iPhone powers off unexpectedly? Which version of iOS are you currently using?,other_unclear,unresolved_no_signal,3,train
conv_2355856,My iphone now autocorrects the word “it” into “I.T”and @115858 has no answers for me. Def some geek at Apple just fucking with everyone 🤓,@680599 Actually we can and would be glad to help out. Can you tell us what troubleshooting has been done so far so we don't ask you to repeat any steps?,autocorrect_text_bug,customer_thanked,3,train
conv_2355862,@AppleSupport any idea why this podcast wont play or download on @118721? @318 https://t.co/YNSot6WQ7I,"@209627 It definitely needs to be downloaded, as indicated by the cloud icon.  Are you currently connected to a strong network?  If you close out the Podcast or iTunes app and restart your device, then come back to it, is there any change?",app_appstore_media,unresolved_no_signal,5,train
conv_2355871,@AppleSupport installing my old iPhone (after having logged out and deleted all content) with different apple id. In activation it says the apple id or password is wrong. I know they are correct. What to do?,@680600 Thanks for reaching out to us. We know how important it is to be able to get into your old iPhone. It sounds like you may have Find My iPhone activation lock on. Have you tried putting in your old Apple ID and password?,account_security_icloud,customer_thanked,5,train
conv_2355877,Last time I update software on an iPhone @115858 it’s HORRIBLE now 💩💩💩,@680601 We are here to help whenever possible. What specific issue are you having with your iPhone currently?,ios_software_update,unresolved_no_signal,3,train
conv_2355937,@AppleSupport New High Sierra update on my Macbook messing up my computer pretty bad!  How do I fix it?,@516849 We can work on a solution together. Can you tell us what you're experiencing?,ios_software_update,unresolved_no_signal,3,train
conv_2355959,@AppleSupport if you are going to automatically send my emails and texts to my watch you could at least include option to delete by phone instead of going one by one on watch. Plus i don’t want emails to my watch. Options?,@128101 We know customizing what notification you get on your Apple Watch is important and got some information you'll find useful. Check this out: https://t.co/vXqj8bZGU7,other_unclear,unresolved_no_signal,5,train
conv_2355964,@115858  @AppleSupport can we PLEASE fix this iOS!! I cannot take it anymore. I rather my first flip phone at this point.,"@680622 What's going on exactly? We're here for you and would love to help with any issues you're experiencing. Please let us know all about it, including which iPhone and version of iOS you're using.",other_unclear,unresolved_no_signal,3,train
conv_2356476,@115858 still didn’t fixed issue with Apple Photos 👌 https://t.co/zm6bwgBC5E,@680761 We want to help. Can you explain what exactly is going on with your photos?,other_unclear,unresolved_no_signal,3,train
conv_2356492,"@AppleSupport 
Hello, there is serious problem in iOS 11.1 and iOS 11.1.1
hundreds, maybe thousands of iPhones in our region are restarting by itself and stuck on apple logo
we have to restore it with recovery or back to iOS 11.0.3 to fix it
please take it seriously and solve it","@680766 Thank you for reaching out. We want to do everything we can to help. To start, are you experiencing this on your iPhone?",ios_software_update,unresolved_no_signal,3,train
conv_2356498,Brand new like i jus got this less than a month ago.... when the new one came out... coincidence  ? I think not also why can’t spell check spell words in all capitals?? #fail @115858,"@312772 We assure you, this isn't what we want or expect you to experience on your new iPhone. We'd love to help sort it out with you. Have you had a chance to back up your data &amp; update to iOS 11.1.1? If not, let us know if it helps. Here's a guide: https://t.co/ahjigcvFRG",other_unclear,unresolved_no_signal,4,train
conv_2356503,@AppleSupport after updating to 11.1.2 I lost all of my iMessage gifs! What gives? Now it takes me to the store to purchase them!!! #ios1111,"@284884 We want to be sure you can access your GIF's as you'd expect to. We can definitely look into this with you. 
Have you restarted your device since you noticed this happening?",ios_software_update,customer_thanked,7,train
conv_2356510,@AppleSupport where did all my games go in #gamecenter I had all of them consolidated in one group and now they are 👻🤦🏽‍♂️🤷🏾‍♂️,"@680767 Let us help you with this, so you can get back to enjoying those games. Can you tell us which device and operating system you are using please?",other_unclear,unresolved_no_signal,5,train
conv_2356518,"@115858 3 à 4 recharges par jour pour mon iPhone ça commence à saouler, faites un petit geste commercial",@680769 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,battery_power,unresolved_no_signal,4,train
conv_2356525,"I have a 7plus, updated. Why are my words turning into question marks? 0_o @115858 @115858 @115858","@680773 Hey, we'll look into what's going on. First, can you tell us the exact iOS version from Settings &gt; General &gt; About?",ios_software_update,unresolved_no_signal,3,classifier_eval
conv_2356531,i️ have never had so many issues with my phone @AppleSupport what the fuck is this,@680775 We're here to help with any issues you're having. Provide us a description of the issues you're having and we'll go from there.,autocorrect_text_bug,unresolved_no_signal,3,train
conv_2356537,"@AppleSupport I can no longer open Numbers files sent to my phone (11.1.1) from Mac (10.12.6). This happened with 11, but you fixed it. It’s baaacck. Help me out, please.",@680777 We're here to help out. Reach out to our Numbers Support Team for help with this issue: https://t.co/IBIY3vMgPj,other_unclear,unresolved_no_signal,3,train
conv_2356543,why is my phone acting up?!?! I just got the 8+ @115858 get your shit together,@680779 Let's work on this together. What exactly is going on with your phone?,other_unclear,unresolved_no_signal,3,train
conv_2356547,"@AppleSupport Hi, downloaded latest update today and can no longer play any music m from my music library. This is the error message I get - help please! https://t.co/koaSD0tujB",@126564 Hey there. Thanks for reaching out to us. Does this happen with every song from your library? Are you able to play these songs or albums while connected to Wi-Fi?,ios_software_update,customer_thanked,5,train
conv_2356552,"@AppleSupport hey my phone won't display Bluetooth devices. just sits here and loads for hours. tried resetting everything already. please help, thanks https://t.co/VXOFBLp6rj","@680780 Thanks for reaching out about this behavior. Let’s work together to get this addressed. Do you know approximately how long this has been happening? Did you reset your iPhone in addition to your Bluetooth devices? Also, which iPhone are you using?",screen_hardware_damage,unresolved_no_signal,3,train
conv_2356562,Thanks @AppleSupport for screwing with my iCloud email. Can’t access it for 20 hours now!,"@680784 We'd love to help with any issues you're experiencing while using iCloud. Please let us know exactly what's going on, including which device or devices are effected, and any steps you've tried.",account_security_icloud,unresolved_no_signal,3,classifier_eval
conv_2356573,@AppleSupport I'm trying to sign into the App store. It's telling me to review and then enter my icloud info again. But when I do this it's saying my icloud is already in use? What's the fix please?,@680788 We are here to help. Let's restart your device. Does the issue remain after that?,account_security_icloud,unresolved_no_signal,3,classifier_eval
conv_2356577,@AppleSupport I’m based in India and got sim free iPhone 8 from US through my friend. Jus want to know if i can get the warranty here.,@680789 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,billing_repair_order,escalated_to_dm,3,train
conv_2356581,@115858 please help. The macOS update High Sierra has got stuck and has been saying “5 mins remaining” for the last 45mins! What can I do,@680790 We'd like to check into this with you. Do you have a back up of your information from your Mac?,ios_software_update,unresolved_no_signal,5,classifier_eval
conv_2356587,Just moved to iPhone X and I keep getting this error message. I have no idea which item it is referring to? @AppleSupport @115858 #iOS11 https://t.co/vzHTgRCeR7,@299962 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.  Have you recently purchased anything from iTunes or the App Store?,ios_software_update,unresolved_no_signal,3,train
conv_2356601,"My 2-week old iPhone 8 Plus just crashed as others. Thank you @115858!

We miss #SteveJobs. #RIP https://t.co/kWIfuJfImu",@680794 We'd like to work with you on this. Were you able to get access to your device again?,device_not_working,unresolved_no_signal,3,train
conv_612989,@AppleSupport What is thes ????😬😬😬 https://t.co/J9OhZxJX0Y,@680795 We'll be happy to look into any concerns you have with your device. Could you let us know more about what you're questioning just so we're clear on what's going on?,other_unclear,unresolved_no_signal,5,train
conv_2356625,@AppleSupport Done,"@680800 We’ve received your DM. Be on the lookout for our response there, shortly. https://t.co/GDrqU22YpT",other_unclear,customer_thanked,3,train
conv_2356618,@AppleSupport Internet connection problem since IOS 11.1.1 [Wlan],@680800 We'd be more than happy to take a look. What's the exact issue you are having with your Internet connection?,ios_software_update,unresolved_no_signal,7,train
conv_2356632,Why is iOS trying to capitalize it in my text messages? @115858 fix this wonky update please.,@680801 We'd like to help. Send us a DM. https://t.co/GDrqU22YpT,ios_software_update,customer_thanked,3,train
conv_2358568,Ever since I updated my MacBook to High Sierra it hasn’t been charging at all @AppleSupport https://t.co/62Cw6xjCV4,"@681213 We can help get it charging again. Have you tried other outlets, and if possible another charger?",battery_power,unresolved_no_signal,3,train
conv_2358571,"Okay, @115858, I'm going to need y'all to give me a replacement for my phone that I *just* bought that's already not sending me notifications or telling me when someone's calling me! Thanks!","@158104 We can definitely look into the issue you're experiencing with your notifications with you. Which iOS are you running? You can go to Settings &gt; General &gt; About to locate the version. 
Are any of your notifications functioning?",billing_repair_order,unresolved_no_signal,4,train
conv_2358647,@AppleSupport any update coming to podcasts? Ever since iOS 11 I and my girlfriend have trouble with it,"@681219 We want the Podcasts app working for you, and we'll do all we can to help. To get started, can you describe for us the trouble that you're having with it?",ios_software_update,unresolved_no_signal,5,classifier_eval
conv_2358654,"Trotz des aktuellen Updates funktioniert der Taschenrechner auf dem #iPhone weiterhin nur mäßig. Bitte, lieber  @AppleSupport, bessert hier schnell nach.",@681220 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,ios_software_update,unresolved_no_signal,3,train
conv_2358663,".@AppleSupport When I downloaded new iOS, speaker phone on my iPhone 6 doesn't work (just normal speaker), but it does on my 8. Do you know about this bug and is a fix in the works?","@681223 Let's get the speaker working on your iPhone 6 together. Which iOS version does it have installed, exactly? Also, just to confirm, are you able to hear sounds when playing music through your speakers?",app_appstore_media,customer_thanked,3,train
conv_2358674,"@681228 @AppleSupport المشكلة مازالت موجودة حتى في الاصدار الجديد 
الحل الوحيد حاليا هو ان تبقى على ١١.٠.٣ الى ان يتم حل مشكلة نهائيا",@681226 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,other_unclear,customer_thanked,3,train
conv_2358715,"@AppleSupport Thanks for not being helpful. You guys are seriously killing the user experience. I do everything right and your rush, broken software can’t handle it. https://t.co/7oR19ZSPgB","@681229 We most definitely want to help with your Mac computer. Send us a Direct Message, we'll pick it up from there. https://t.co/GDrqU22YpT",ios_software_update,escalated_to_dm,3,train
conv_2358716,I think I just bricked my MacBook trying to install High Sierra. I’m in an infinite loop. Apparently the installer forgot some parts at it’s office. Thanks @115858 / @AppleSupport https://t.co/G2A42oBlJq,@681229 That’s not what we’d like to hear! We’ll be glad to help get this update issue resolved. We’ll check the steps here to see if we can reinstall macOS using Recovery Mode: https://t.co/rG6X7FwMFb,device_not_working,customer_thanked,3,train
conv_2358733,Never doing an #iPhone update again. @115858 https://t.co/racTWCCvg7,@681235 We're glad you thought to reach out to us. We know that you need your iPhone working as expected. Please tell us what's going on so that we can help.,ios_software_update,unresolved_no_signal,3,train
conv_2358737,@115858 fix this I️,@681236 You got it! There is a new iOS update available that includes a fix for autocorrect issues in the update. It’s iOS 11.1.1. You’ll want to back up your device before any update. How to back up: https://t.co/4f8hwT5to6,autocorrect_text_bug,unresolved_no_signal,3,train
conv_2358740,"@172582 The #iPhoneX has bluetooth connectivity issues. Drops bluetooth connections to cars and all your gadgets. Latest update from @115858 doesn't help!
https://t.co/Hq2A7UkXfm",@681237 That's not the experience we want you to have with your iPhone X. What Bluetooth devices are you noticing this with?,connectivity,unresolved_no_signal,9,train
conv_2358752,"My iPhone is glitchy, being slow and needs to be fixed already. IOS11 is ruining my phone. @115858",@681239 We'll gladly assist. Can we get some details? What apps are slow? What device are you using? Is it updated to iOS 11.1.1?,ios_software_update,unresolved_no_signal,3,train
conv_2358758,@115858 my phone was working perfectly fine until I updated it 🙄,"@563472 We're here to help. To start, what device model are you using and what issue(s) are you experiencing exactly?",ios_software_update,unresolved_no_signal,3,train
conv_2358772,after new update I started to live battery problems in my phone please correct this situation @115858,@681245 We'd like to help have the battery perform as expected. DM us which iOS version you're on in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,battery_power,escalated_to_dm,3,train
conv_2358777,@AppleSupport I’m keep on having problems with my Touch ID,@681247 We'd like to help with your Touch ID. What is going on?,screen_hardware_damage,unresolved_no_signal,7,train
conv_2358790,"I️ just looked up from my food to see Al standing over me smiling...she then proceeds to say 100% seriously “god, I️ love watching you eat” So are they ever gonna get this I️ shit fixed or what?

 @115858","@681249 We just released an update, iOS 11.1.1, to address this. Have you had a chance as of yet to update to 11.1.1? If not, backup your device, then give that update a go and let us know if you see a change afterwards.",autocorrect_text_bug,unresolved_no_signal,4,train
conv_2358795,@AppleSupport ios11 is literally killing my battery life (: https://t.co/hN26eKkAS1,"@681252 We'll work with you and take a look at the battery life. First, which device are we working with and what's the exact iOS version?",battery_power,unresolved_no_signal,3,train
conv_2358805,"I don’t like that now I have to call my voicemail to listen to my messages, I liked when I was able to just see my messages and could delete if I didn’t want to listen to them @AppleSupport","@681256 You've come to the right place for help with your iPhone. It sounds like you're talking about Visual Voicemail. If so, let us know if this helps: https://t.co/FaFf2KILzY",other_unclear,customer_thanked,3,train
conv_2358809,"@AppleSupport compass app not working after updating to iOS 11.1.1.
Please check and resolve",@681257 We want to partner up with you. What's going on with your Compass App?,ios_software_update,unresolved_no_signal,3,train
conv_2358818,"so why is it that my phone updated and WIPED OUT MY MUSIC?!? screw you @115858 ! I feel betrayed, would @125607 ever do this to me?😭😭","@681259 We'd be glad to check into this with you as we wouldn't want to lose our music either. To get started, were you using Apple Music?",ios_software_update,unresolved_no_signal,5,train
conv_2360296,"@AppleSupport  I have been getting strange emails about ""unauthorized sign-in"", etc.  Do you have a email address I can forward these to?",@681627 We'd love to help with this! We do have an email address to which you can send fraudulent emails. This link has more information about that: https://t.co/LNMCdqt6fD,other_unclear,unresolved_no_signal,5,train
conv_2360304,"@AppleSupport MacBook won’t load up since update. Brings up the logo, then text appears over it then it restarts itself and stops at the same point each time?","@681629 We want to help you. DM us, and let us know what the text says. We'll look into this. https://t.co/GDrqU22YpT",ios_software_update,customer_thanked,3,train
conv_2360309,@AppleSupport Since updating to 11.1.1 on iphone 6 i can’t get into Mail ! Thanks for that ! Is this a new feature ?,@681630 Let us help you get this sorted out. Does this issue persist when you restart the iPhone? Follow the steps here and let us know if it helps: https://t.co/0TvXPYOF8o,ios_software_update,unresolved_no_signal,3,classifier_eval
conv_2360318,Stupid iPhone glitch. You suck. Could @115858 please fix this issue?,"@681632 Sounds like you're having trouble with your device. If you need help, we're here for you. Send us a DM. https://t.co/GDrqU22YpT",other_unclear,escalated_to_dm,3,train
conv_2360348,"Apple fixed the problem with the question mark box, but now if I get a notification my music stops playing. Fuck you, Apple. @AppleSupport fix this problem","@681639 We'd love to help out. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",other_unclear,unresolved_no_signal,8,train
conv_2360351,The iOS update killed my iPad and has my iPhone acting crazy... I’m NOT upgrading.  @115858 can kick rocks 😂,@681640 What kind of isues are you having? We'd love to help out.,ios_software_update,unresolved_no_signal,3,train
conv_2360363,This guy just asked me if I’m Native American #what @115858 Please fix this I️ issue. I’m just trying to talk in first person,"@681643 We want to help. Have you updated to iOS 11.1.1 yet? If not, backup, update your iOS device and let us know if that resolves the issue.

Backup and update iOS: https://t.co/ahjigcvFRG",autocorrect_text_bug,unresolved_no_signal,4,train
conv_2360380,@AppleSupport holly smith at ext 1172832 has repeatedly refused to return my calls as my issue has not been resolved. she claims she took ownership of my case and would see it to it’s resolution... ITS NOT RESOLVED!!!,"@681649 Your experience is important to us, and we’d like to look into this with you. So that we can gather more details, use the link below to join us in DM. https://t.co/GDrqU22YpT",billing_repair_order,escalated_to_dm,7,train
conv_2358580,@AppleSupport Not working for me. Do you have to be in front of a payment kiosk? I have the iPhone X,"@474349 You should still be able to pull up Apple Pay even if not near a reader, but to clarify, have you added any cards to your wallet yet? If not, you'll want to start there. https://t.co/Saz92f9xOE

Also, which exact iOS version do you have installed?",device_not_working,unresolved_no_signal,3,train
conv_2360415,"@AppleSupport Last night, my contacts were there. Today, I am missing numerous contact names and emails, but their number remains",@681658 Have you tried a basic restart of your iPhone to see if the names appear as they should?,other_unclear,unresolved_no_signal,9,classifier_eval
conv_2360416,"Hey @AppleSupport, what gives? My iPhone7 was just fine yesterday. 2day, I’m missing contacts. Even though I back up to iCloud, they’re not there. 😡😡😡😡😡😡",@681658 Let's check into this together. Which iOS version is currently installed on your iPhone?,account_security_icloud,unresolved_no_signal,3,classifier_eval
conv_2361618,"Da quando ho ripristinato l'iPhone (6, con iOS 10.3.3) la funzione ""non disturbare"" non funziona più. Quando la attivo mi arrivano comunque le notifiche e la lunetta nella barra in alto appare ma è quasi invisibile. Cosa posso fare? @AppleSupport",@681930 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,ios_software_update,unresolved_no_signal,7,classifier_eval
conv_2361629,"Estou muito chateado com minha capinha de couro da @115858, não tem nem 5 meses e já está descascando e ficando preta :/","@681931 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",other_unclear,unresolved_no_signal,3,train
conv_2361635,"@115858 following the software update, the alarm no longer works on my iPhone 6.  #iphone6 #iphonealarm","@568162 That's not expected behavior. We want to look into what's causing the alarm to not work. To start, can you go to Settings &gt; General &gt; About &gt; Version and tell us the exact iOS version you're using?",ios_software_update,unresolved_no_signal,3,train
conv_2361642,My #mac goes to sleep randomly every 25-30 sec! this started when i installed the #macOsSierra. I can't work like that!! HELP! @AppleSupport 😭😤😡,@681934 We've got your back and would love to offer assistance. Have you had a chance to run through the steps in this article? https://t.co/c2N2XDK1ft,other_unclear,unresolved_no_signal,4,classifier_eval
conv_2361648,@AppleSupport my auto lock doesn’t seem to work on my iPhone 8 anymore it’s set to auto lock after 1 minute but doesn’t do anything just stays lit,"@681935 Thanks for reaching out about this issue. We'd be happy to help with getting your Auto-Lock working as expected. To verify, what version of iOS are you on? You can see that in Settings &gt; General &gt; About. Also, how long has this been going on now?",other_unclear,customer_thanked,5,train
conv_2361659,@116333 I’m very disappointed in Apple. They broken my iMac computer and refuse to fix it.,"@681937 Hey there! Thanks for reaching out. These machines are an extension of our creativity and daily lives. Having them operational is a must. Go ahead and provide a few details about your situation, in a DM. We'd like to look into this. https://t.co/GDrqU22YpT",other_unclear,escalated_to_dm,3,train
conv_2361669,"Prospective wallpaper doesn’t work on #iPhone with #iOS11, #ios1111 WHY? 😕 #iPhone8 #IphoneX #apple @115858 @AppleSupport","@681941 We can confirm this feature is available, and we want you to be able to take advantage of it! If you have Reduce Motion on, the Perspective option will be inaccessible, so let's check that first. You can check by tapping Settings &gt; Accessibility",ios_software_update,unresolved_no_signal,3,train
conv_2361681,Has anyone else’s MacBook done this? It’ll load but never start. Been like this for two days no matter what I do. Please help! @AppleSupport https://t.co/IXdczLZgi2,"@681946 Thanks for reaching out, we're here for you. Let's see if the issue happens inside safe mode, here's how: https://t.co/PQ4LSYhUTY

A quick note about safe mode, it often looks and responds a bit different than you're used to, but a normal restart will resolve this.",other_unclear,unresolved_no_signal,3,classifier_eval
conv_2322574,@AppleSupport the picture is quite self explanatory..as you can see after the ios 11.1.1 upgrade my keybord doesn’t work properly as I can’t reach part of the letters,"@672996 Thanks for clarifying that. We'll be happy to help and to start, can you tell us if you've already restarted your device yet? If not, let's give that a try: https://t.co/OWRDHWSt4h",ios_software_update,unresolved_no_signal,3,classifier_eval
conv_2361697,@AppleSupport Hello Apple I have a question,@681951 We would be glad to answer your questions. How can we help? Let us know in DM. https://t.co/GDrqU22YpT,other_unclear,customer_thanked,5,train
conv_2361703,"@AppleSupport Hola, ya no utilizo el correo con el que di de alta mi Apple ID y cerré esa dirección hace años. 

¿Cómo puedo recuperar mi cuenta de Apple ID?",@681952 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,account_security_icloud,customer_thanked,3,train
conv_2361708,"@AppleSupport I purchased an album on iTunes on Friday, it’s been downloading since then😤 is this normal?","@681954 Let's get that sorted out so you can get listening to that album! 

Have you seen this article already? https://t.co/zM9ervDCbU 

There's some great info on that page that should help with this issue.",app_appstore_media,unresolved_no_signal,5,train
conv_2361715,"@AppleSupport now this is going on...
11.1.1 and the notifications are still screwed up https://t.co/hXUflzILkh",@498939 How often does this happen? Is it happening with all notifications?,other_unclear,unresolved_no_signal,5,train
conv_2361725,Right twitter pls help! How can I retrieve photos from my gf water damaged phone of our little girl? @115858 @AppleSupport #iphone @51322,@409166 We can help. Did she happen to sync her photos with iCloud? This can help explain how to access them: https://t.co/8YUslsnsM5 https://t.co/GDrqU22YpT,screen_hardware_damage,unresolved_no_signal,5,train
conv_2361744,@AppleSupport New iPhone X had since day one this a problem with them? Do I need to send it back has it’s not even hot! https://t.co/iMEWTcKfzy,"@681960 Let's check into this together. Which iOS version is installed on the iPhone? Also, could you let us know what happened leading up to this?",other_unclear,unresolved_no_signal,3,train
conv_2361751,". @AppleSupport this has become really annoying, my iPhone keeps asking my home network wifi password, when I haven’t changed it. This issue appeared after updating to iOS 11, clean update through iTunes #Applefail https://t.co/CzAN5TBuuT",@667357 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,account_security_icloud,unresolved_no_signal,5,classifier_eval
conv_2361759,@AppleSupport Why can't I turn the keyboard clicks off on my #iPhoneX,@681962 That’s a great question. You should be able to turn those off by going to Settings &gt; Sounds. Scroll to the bottom and turn off the switch for “Keyboard Clicks”.,other_unclear,unresolved_no_signal,3,train
conv_2361771,"@AppleSupport Ever since the 10.13.1 update my FaceTime has been messing up. Before I could swipe and switch between screens with no problem. Now, anytime I make FaceTime full screen or even swipe screens with the minimized FaceTime video it freezes and ultimately drops the call","@681967 That doesn’t sound like a very smooth experience with FaceTime, so we want to help.  Does this persist on multiple internet locations?",screen_hardware_damage,unresolved_no_signal,5,train
conv_2362982,@115858 @AppleSupport what is the solution for this problem ! It stuck on apple logo for my iPhone X ! WTF https://t.co/YT71juKI1w,"@682276 We're happy to help. Let's get some background here. Was it like this right out of the box, or did this just happen? Also, do you have access to a computer that has or could be used for iTunes?",other_unclear,unresolved_no_signal,3,train
conv_2362988,@AppleSupport why is it that iMessage is sending my iMessages as texts to only one specific person and not others?,@682278 Thanks for reaching out. Does this recipient use an iPhone? Do they have iMessages setup for themselves?,other_unclear,escalated_to_dm,6,train
conv_2362994,@115858 something is wrong with the stocks app. Chart is not displaying correctly. https://t.co/rHBpgPdSrE,"@682279 We'd love to help you sort this out! When you close the Stocks app and reopen it, does it update correctly? Which version of iOS are you updated to?",screen_hardware_damage,unresolved_no_signal,3,train
conv_2362998,@AppleSupport I have already had one call from Apple Support and the agent was extremely rude and raising her voice over the phone etc I rather not go through that again seems she forgot she’s talking to a frustrated customer whose brand new $2200 laptop isn’t working,@672814 We appreciate you following up and explaining that. We'd like to work together with you. Send us a DM so we can continue there. https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,3,train
conv_2321828,@116333 @115858 really poor customer service from Apple my 4 days old MacBook Pro with Touch ID (with Apple care+) has display issues and they won’t replace it because I didn’t buy from an Apple Store ?  That’s just sad and on top of that a really rude customer support agent :(,@672814 We'd like to look into this further.  Can you send us DM and let us know where your MacBook was purchased?  We'll go from there. https://t.co/GDrqU22YpT,billing_repair_order,escalated_to_dm,3,train
conv_2363015,Hey @AppleSupport i been having trouble with my youtube app since i signed up for your beta program it wont read the video files,"@127125 Hi there. Are you currently on the developer or public version of iOS Beta? Please send us a DM with the details, we'll meet you there to help. https://t.co/GDrqU22YpT",app_appstore_media,escalated_to_dm,3,train
conv_2363018,"@AppleSupport When my iPhone X is locked, is there a way to access the Notifications Center without first unlocking the phone first?","@116350 Thanks for reaching out. You can access the notifications at any time by swiping down from the top left corner. If you have Face ID set up however, the phone will typically unlock in that process, as you'll be looking at it while doing so. Let us know if that helps.",other_unclear,customer_thanked,5,train
conv_2363023,Apple software 11.0.3 update has just killed my iPhone thanks a lot Apple @AppleSupport,"@682284 What’s happening with your iPhone? Does updating to the latest version, 11.1.1, help? We want to do everything possible to help.",ios_software_update,unresolved_no_signal,3,train
conv_2363027,@115858 @AppleSupport what is this? Since you’ve not fixed this glitch. https://t.co/eI7FtG9kOD,"@682285 We'd be happy to help. Have you already updated to 11.1.1? If not, back up your device and update. If you are already on 11.1.1, send us a DM. https://t.co/GDrqU22YpT",other_unclear,customer_thanked,3,train
conv_2363032,Noticed a weird wave distortion to my #LivePhotos on my @115858 #iPhoneX. Anyone else? @Applesupport. https://t.co/9QvG5WRfQU,"@682286 We want your photos to come out unobstructed, so your memories are captured clearly! Have you tried wiping the lens on a clean, lint-free cloth? Do you have a case or cover on your iPhone? If so, is there any change with it removed?",other_unclear,unresolved_no_signal,3,train
conv_2363036,"@176852 @AppleSupport @682288 
This problem I have in iPhone 6s and iPhone 8plus version 11.1.1 and 11.1 we want the update to solve this problem quickly https://t.co/fOpqvZIpxm",@682287 We'd like to work with you on this. Can you tell us a little more about this issue? Are you unable to restart your iPhone?,ios_software_update,unresolved_no_signal,5,train
conv_2363100,"Hey everyone 👋🏼 
Just an advice don't ever think to update ur @115858 devices to 11.1 or 11.1.1 u be directly troubled with it","@682298 What's going on with your iOS device, we'd love to help however we can.",ios_software_update,unresolved_no_signal,3,train
conv_2363104,"@AppleSupport 
Hello, there is serious problem in iOS 11.1 and iOS 11.1.1
hundreds, maybe thousands of iPhones in our region are restarting by itself and stuck on apple logo
we have to restore it with recovery or back to iOS 11.0.3 to fix it
please take it seriously and solve it","@682299 We'd be happy to look into what's causing the restarts. To start, can you tell us which iPhone you're experiencing this on?",ios_software_update,unresolved_no_signal,3,train
conv_2363110,@AppleSupport why since updating my phone last night is it not charging as it once did? It’s taken 2.5 hours to get from 2% to 20%!!!,"@456670 This isn't the ideal situation to be in so let's check it out together. To start with this, are you using the original wall adapter and cable or a third party set?",battery_power,unresolved_no_signal,3,train
conv_2361748,@AppleSupport In fact I was referring to that section https://t.co/0NGUiN1y36,"@196621 We understand, and you're correct it usually shows artist artwork of what currently playing. Were you able to try the steps we suggested?",other_unclear,unresolved_no_signal,7,train
conv_2363126,@O2 @257907 @AppleSupport is there a way to sync my calendar across my apple and samsung devices?,"@244094 You can expect calendars to sync across any accounts you have set up, while Calendar syncing is enabled. As long as you're able to configure the same account on your Samsung device, you should have access to the same info. What Apple device are you using?",other_unclear,unresolved_no_signal,3,train
conv_2363131,@AppleSupport sister tried to update her phone and now it won’t even turn on not happy 😠,@682303 We can definitely help out. Does the iPhone show anything on the display currently?,ios_software_update,unresolved_no_signal,3,train
conv_2363143,"@AppleSupport remember when i tweeted at you that my phone was getting glitchy on the youtube app which then affected the use of my phone? well it stopped for a month or so and its doing it again, any help? pls.",@200233 We want to help you with this. What exactly happens when you're using the YouTube app? Which iOS version are you running on your iPhone? You can check here: Settings &gt; General &gt; About &gt; Version.,app_appstore_media,customer_thanked,5,classifier_eval
